Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
LAREDO MEDICAL CENTER,450029,TX,READM-30-COPD-HRRP,,,0.9908,20.3399,20.5279,,2020-07-01,2023-06-30
LAREDO MEDICAL CENTER,450029,TX,READM-30-AMI-HRRP,84.0,,1.0064,15.1041,15.0076,13.0,2020-07-01,2023-06-30
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,TX,READM-30-PN-HRRP,859.0,,1.0277,16.4315,15.988,143.0,2020-07-01,2023-06-30
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,TX,READM-30-HF-HRRP,513.0,,1.0924,21.5751,19.7494,117.0,2020-07-01,2023-06-30
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,TX,READM-30-COPD-HRRP,253.0,,1.0195,18.8967,18.5359,49.0,2020-07-01,2023-06-30
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,TX,READM-30-CABG-HRRP,,,1.0248,11.0615,10.7941,,2020-07-01,2023-06-30
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,TX,READM-30-AMI-HRRP,249.0,,1.141,15.5134,13.596,45.0,2020-07-01,2023-06-30
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-PN-HRRP,337.0,,1.1191,18.1955,16.2594,69.0,2020-07-01,2023-06-30
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-HIP-KNEE-HRRP,,,0.9646,5.894,6.1105,,2020-07-01,2023-06-30
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-HF-HRRP,251.0,,0.9363,18.978,20.2685,43.0,2020-07-01,2023-06-30
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-COPD-HRRP,,,0.9881,18.2186,18.4388,,2020-07-01,2023-06-30
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,READM-30-AMI-HRRP,101.0,,1.0156,16.0809,15.8332,17.0,2020-07-01,2023-06-30
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,READM-30-PN-HRRP,317.0,,1.0316,16.6839,16.1722,55.0,2020-07-01,2023-06-30
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,READM-30-HIP-KNEE-HRRP,,,0.8818,4.66,5.2845,,2020-07-01,2023-06-30
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,READM-30-HF-HRRP,457.0,,0.9435,19.0624,20.203,83.0,2020-07-01,2023-06-30
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,READM-30-COPD-HRRP,137.0,,0.944,17.9207,18.9835,21.0,2020-07-01,2023-06-30
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,READM-30-CABG-HRRP,90.0,,1.0141,11.7042,11.541,11.0,2020-07-01,2023-06-30
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,READM-30-AMI-HRRP,223.0,,1.0693,14.6853,13.7335,36.0,2020-07-01,2023-06-30
ST JOSEPH MEDICAL CENTER,450035,TX,READM-30-PN-HRRP,,,0.9761,17.4668,17.8945,,2020-07-01,2023-06-30
ST JOSEPH MEDICAL CENTER,450035,TX,READM-30-HF-HRRP,,,0.9429,19.2488,20.4135,,2020-07-01,2023-06-30
ST JOSEPH MEDICAL CENTER,450035,TX,READM-30-COPD-HRRP,26.0,,1.0999,19.3907,17.63,11.0,2020-07-01,2023-06-30
JPS HEALTH NETWORK,450039,TX,READM-30-PN-HRRP,108.0,,0.986,18.5017,18.7652,19.0,2020-07-01,2023-06-30
JPS HEALTH NETWORK,450039,TX,READM-30-HF-HRRP,178.0,,0.9844,19.7225,20.0354,34.0,2020-07-01,2023-06-30
JPS HEALTH NETWORK,450039,TX,READM-30-COPD-HRRP,,,0.9716,23.031,23.7037,,2020-07-01,2023-06-30
COVENANT MEDICAL CENTER,450040,TX,READM-30-PN-HRRP,613.0,,0.8337,14.0512,16.8533,74.0,2020-07-01,2023-06-30
COVENANT MEDICAL CENTER,450040,TX,READM-30-HIP-KNEE-HRRP,,,0.9863,4.7087,4.774,,2020-07-01,2023-06-30
COVENANT MEDICAL CENTER,450040,TX,READM-30-HF-HRRP,501.0,,0.8832,18.1053,20.499,82.0,2020-07-01,2023-06-30
COVENANT MEDICAL CENTER,450040,TX,READM-30-COPD-HRRP,117.0,,1.0074,19.2709,19.13,23.0,2020-07-01,2023-06-30
COVENANT MEDICAL CENTER,450040,TX,READM-30-CABG-HRRP,,,1.0082,9.1156,9.0414,,2020-07-01,2023-06-30
COVENANT MEDICAL CENTER,450040,TX,READM-30-AMI-HRRP,261.0,,0.9139,12.3731,13.5384,28.0,2020-07-01,2023-06-30
ASCENSION PROVIDENCE,450042,TX,READM-30-PN-HRRP,413.0,,0.931,14.4649,15.5376,55.0,2020-07-01,2023-06-30
ASCENSION PROVIDENCE,450042,TX,READM-30-HIP-KNEE-HRRP,,,0.96,4.6254,4.8183,,2020-07-01,2023-06-30
ASCENSION PROVIDENCE,450042,TX,READM-30-HF-HRRP,588.0,,1.0176,19.6892,19.3486,117.0,2020-07-01,2023-06-30
ASCENSION PROVIDENCE,450042,TX,READM-30-COPD-HRRP,160.0,,1.0909,19.7705,18.1226,37.0,2020-07-01,2023-06-30
ASCENSION PROVIDENCE,450042,TX,READM-30-CABG-HRRP,,,0.9567,9.6532,10.0899,,2020-07-01,2023-06-30
ASCENSION PROVIDENCE,450042,TX,READM-30-AMI-HRRP,239.0,,0.9768,11.7531,12.0318,27.0,2020-07-01,2023-06-30
UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,TX,READM-30-PN-HRRP,514.0,,1.0762,20.1917,18.7627,109.0,2020-07-01,2023-06-30
UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,TX,READM-30-HIP-KNEE-HRRP,,,0.9008,5.8093,6.449,,2020-07-01,2023-06-30
UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,TX,READM-30-HF-HRRP,631.0,,0.9875,21.5383,21.811,135.0,2020-07-01,2023-06-30
UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,TX,READM-30-COPD-HRRP,138.0,,1.0683,18.7688,17.5691,30.0,2020-07-01,2023-06-30
UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,TX,READM-30-CABG-HRRP,,,1.0129,11.8334,11.6829,,2020-07-01,2023-06-30
UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,450044,TX,READM-30-AMI-HRRP,125.0,,1.0709,16.4595,15.3702,24.0,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,READM-30-PN-HRRP,392.0,,0.9092,15.6852,17.2519,55.0,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,READM-30-HF-HRRP,333.0,,0.9119,18.773,20.5878,56.0,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,READM-30-COPD-HRRP,,,0.8961,16.6679,18.5995,,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,READM-30-CABG-HRRP,,,1.0227,12.3286,12.0551,,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,READM-30-AMI-HRRP,271.0,,0.9826,15.0804,15.3476,40.0,2020-07-01,2023-06-30
METHODIST DALLAS MEDICAL CENTER,450051,TX,READM-30-PN-HRRP,97.0,,0.9495,17.0769,17.9843,13.0,2020-07-01,2023-06-30
METHODIST DALLAS MEDICAL CENTER,450051,TX,READM-30-HF-HRRP,155.0,,0.9932,19.664,19.798,30.0,2020-07-01,2023-06-30
METHODIST DALLAS MEDICAL CENTER,450051,TX,READM-30-COPD-HRRP,66.0,,1.0576,20.4011,19.2908,17.0,2020-07-01,2023-06-30
METHODIST DALLAS MEDICAL CENTER,450051,TX,READM-30-CABG-HRRP,,,0.9185,12.0574,13.1276,,2020-07-01,2023-06-30
METHODIST DALLAS MEDICAL CENTER,450051,TX,READM-30-AMI-HRRP,,,0.9825,16.1171,16.4048,,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,READM-30-PN-HRRP,529.0,,0.8459,14.4107,17.0363,65.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,READM-30-HIP-KNEE-HRRP,185.0,,1.1164,6.2426,5.592,13.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,READM-30-HF-HRRP,622.0,,1.0593,21.3655,20.1698,137.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,READM-30-COPD-HRRP,183.0,,0.949,19.2854,20.3219,32.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,READM-30-CABG-HRRP,98.0,,1.11,12.7193,11.459,16.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,READM-30-AMI-HRRP,226.0,,1.0316,15.2535,14.7856,36.0,2020-07-01,2023-06-30
ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,READM-30-PN-HRRP,67.0,,1.0045,15.9645,15.893,11.0,2020-07-01,2023-06-30
ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,READM-30-COPD-HRRP,,,0.9781,16.633,17.0057,,2020-07-01,2023-06-30
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,READM-30-PN-HRRP,334.0,,1.1039,17.4384,15.7965,65.0,2020-07-01,2023-06-30
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,READM-30-HIP-KNEE-HRRP,,,0.9764,4.6118,4.7232,,2020-07-01,2023-06-30
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,READM-30-HF-HRRP,384.0,,0.9796,19.3881,19.7921,73.0,2020-07-01,2023-06-30
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,READM-30-COPD-HRRP,,,0.9524,15.6206,16.4014,,2020-07-01,2023-06-30
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,READM-30-CABG-HRRP,,,0.9355,8.4073,8.9873,,2020-07-01,2023-06-30
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,READM-30-AMI-HRRP,149.0,,1.0289,12.5223,12.1705,20.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER,450058,TX,READM-30-PN-HRRP,717.0,,1.0134,15.7742,15.5651,114.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER,450058,TX,READM-30-HIP-KNEE-HRRP,214.0,,1.201,6.3609,5.2962,16.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER,450058,TX,READM-30-HF-HRRP,898.0,,0.9026,17.1583,19.0096,147.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER,450058,TX,READM-30-COPD-HRRP,180.0,,0.8793,16.5757,18.8509,22.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER,450058,TX,READM-30-CABG-HRRP,159.0,,0.9714,10.0279,10.3229,15.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER,450058,TX,READM-30-AMI-HRRP,364.0,,1.0352,14.101,13.621,53.0,2020-07-01,2023-06-30
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,READM-30-PN-HRRP,348.0,,1.0738,16.1566,15.0462,61.0,2020-07-01,2023-06-30
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,READM-30-HF-HRRP,206.0,,0.9305,17.9664,19.3079,32.0,2020-07-01,2023-06-30
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,READM-30-COPD-HRRP,88.0,,1.0814,19.449,17.9842,22.0,2020-07-01,2023-06-30
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,TX,READM-30-PN-HRRP,308.0,,0.9747,17.1348,17.5788,51.0,2020-07-01,2023-06-30
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,TX,READM-30-HF-HRRP,449.0,,0.8956,19.3469,21.6021,79.0,2020-07-01,2023-06-30
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,TX,READM-30-COPD-HRRP,71.0,,1.025,20.3364,19.8394,16.0,2020-07-01,2023-06-30
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,TX,READM-30-CABG-HRRP,99.0,,0.9758,11.9407,12.2362,11.0,2020-07-01,2023-06-30
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,TX,READM-30-AMI-HRRP,250.0,,0.9075,13.8804,15.2953,30.0,2020-07-01,2023-06-30
CHI ST LUKE'S HEALTH BRAZOSPORT,450072,TX,READM-30-PN-HRRP,142.0,,1.0397,17.1379,16.4835,27.0,2020-07-01,2023-06-30
CHI ST LUKE'S HEALTH BRAZOSPORT,450072,TX,READM-30-HF-HRRP,198.0,,1.125,22.4651,19.9685,53.0,2020-07-01,2023-06-30
CHI ST LUKE'S HEALTH BRAZOSPORT,450072,TX,READM-30-COPD-HRRP,72.0,,1.0256,17.3057,16.8732,14.0,2020-07-01,2023-06-30
CHI ST LUKE'S HEALTH BRAZOSPORT,450072,TX,READM-30-AMI-HRRP,,,0.9874,13.1548,13.3223,,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,450079,TX,READM-30-PN-HRRP,238.0,,1.0815,17.0819,15.7948,46.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,450079,TX,READM-30-HF-HRRP,293.0,,1.1633,21.9261,18.8487,75.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,450079,TX,READM-30-COPD-HRRP,96.0,,0.9409,17.4299,18.5238,13.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,450079,TX,READM-30-AMI-HRRP,,,0.972,10.7323,11.0419,,2020-07-01,2023-06-30
TITUS REGIONAL MEDICAL CENTER,450080,TX,READM-30-PN-HRRP,166.0,,0.9712,15.6385,16.103,24.0,2020-07-01,2023-06-30
TITUS REGIONAL MEDICAL CENTER,450080,TX,READM-30-HF-HRRP,111.0,,1.0206,19.4389,19.0463,23.0,2020-07-01,2023-06-30
TITUS REGIONAL MEDICAL CENTER,450080,TX,READM-30-COPD-HRRP,,,0.959,17.2158,17.951,,2020-07-01,2023-06-30
TITUS REGIONAL MEDICAL CENTER,450080,TX,READM-30-AMI-HRRP,,,0.9146,10.1101,11.0543,,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL BEEVILLE,450082,TX,READM-30-PN-HRRP,,,1.0162,15.8367,15.5845,,2020-07-01,2023-06-30
CHRISTUS SPOHN HOSPITAL BEEVILLE,450082,TX,READM-30-HF-HRRP,,,0.9668,21.1265,21.8528,,2020-07-01,2023-06-30
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,READM-30-PN-HRRP,565.0,,1.0492,18.3483,17.4875,107.0,2020-07-01,2023-06-30
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,READM-30-HIP-KNEE-HRRP,348.0,,0.9738,5.5586,5.7081,19.0,2020-07-01,2023-06-30
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,READM-30-HF-HRRP,592.0,,1.0477,21.8994,20.9026,133.0,2020-07-01,2023-06-30
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,READM-30-COPD-HRRP,196.0,,1.1116,21.0858,18.9684,48.0,2020-07-01,2023-06-30
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,READM-30-CABG-HRRP,183.0,,1.1436,12.8134,11.2049,28.0,2020-07-01,2023-06-30
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,READM-30-AMI-HRRP,435.0,,1.2071,15.6012,12.9244,77.0,2020-07-01,2023-06-30
MEDICAL CITY NORTH HILLS,450087,TX,READM-30-PN-HRRP,255.0,,1.0473,18.3484,17.5199,50.0,2020-07-01,2023-06-30
MEDICAL CITY NORTH HILLS,450087,TX,READM-30-HF-HRRP,228.0,,1.1306,22.0304,19.4851,59.0,2020-07-01,2023-06-30
MEDICAL CITY NORTH HILLS,450087,TX,READM-30-COPD-HRRP,64.0,,1.0552,19.7323,18.7,16.0,2020-07-01,2023-06-30
MEDICAL CITY NORTH HILLS,450087,TX,READM-30-CABG-HRRP,,,0.9585,11.8444,12.3576,,2020-07-01,2023-06-30
MEDICAL CITY NORTH HILLS,450087,TX,READM-30-AMI-HRRP,83.0,,1.0315,15.0544,14.5944,14.0,2020-07-01,2023-06-30
NORTH TEXAS MEDICAL CENTER,450090,TX,READM-30-PN-HRRP,124.0,,1.0699,14.1897,13.2625,22.0,2020-07-01,2023-06-30
NORTH TEXAS MEDICAL CENTER,450090,TX,READM-30-HIP-KNEE-HRRP,,,0.9971,3.9878,3.9994,,2020-07-01,2023-06-30
NORTH TEXAS MEDICAL CENTER,450090,TX,READM-30-HF-HRRP,,,0.9669,18.1162,18.7372,,2020-07-01,2023-06-30
NORTH TEXAS MEDICAL CENTER,450090,TX,READM-30-COPD-HRRP,,,0.9512,17.141,18.0197,,2020-07-01,2023-06-30
FORT DUNCAN MEDICAL CENTER,450092,TX,READM-30-PN-HRRP,120.0,,0.9574,16.6394,17.3803,17.0,2020-07-01,2023-06-30
FORT DUNCAN MEDICAL CENTER,450092,TX,READM-30-HF-HRRP,54.0,,1.0059,21.4426,21.317,12.0,2020-07-01,2023-06-30
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,READM-30-PN-HRRP,119.0,,0.9554,16.9311,17.7224,17.0,2020-07-01,2023-06-30
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,READM-30-HF-HRRP,123.0,,1.0155,21.0464,20.7245,27.0,2020-07-01,2023-06-30
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,READM-30-COPD-HRRP,,,0.9784,18.4006,18.8059,,2020-07-01,2023-06-30
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,READM-30-AMI-HRRP,,,1.0065,13.8788,13.7896,,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,READM-30-PN-HRRP,295.0,,1.0059,15.1221,15.034,45.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,READM-30-HIP-KNEE-HRRP,,,0.9575,3.9673,4.1432,,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,READM-30-HF-HRRP,269.0,,0.9784,18.0325,18.4315,47.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,READM-30-COPD-HRRP,106.0,,0.971,17.7504,18.2797,17.0,2020-07-01,2023-06-30
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,READM-30-AMI-HRRP,112.0,,1.0063,13.1274,13.0449,15.0,2020-07-01,2023-06-30
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,READM-30-PN-HRRP,1011.0,,0.9521,15.261,16.0288,151.0,2020-07-01,2023-06-30
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,READM-30-HIP-KNEE-HRRP,,,0.9385,5.55,5.9136,,2020-07-01,2023-06-30
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,READM-30-HF-HRRP,869.0,,1.062,21.9415,20.6609,195.0,2020-07-01,2023-06-30
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,READM-30-COPD-HRRP,242.0,,0.9316,17.4941,18.7788,38.0,2020-07-01,2023-06-30
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,READM-30-CABG-HRRP,285.0,,0.7443,7.5307,10.1184,12.0,2020-07-01,2023-06-30
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,READM-30-AMI-HRRP,465.0,,0.8678,10.8927,12.5515,44.0,2020-07-01,2023-06-30
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,READM-30-PN-HRRP,133.0,,1.1054,14.6534,13.2559,26.0,2020-07-01,2023-06-30
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,READM-30-HIP-KNEE-HRRP,,,1.4923,6.7034,4.492,,2020-07-01,2023-06-30
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,READM-30-HF-HRRP,208.0,,1.0369,18.0308,17.3887,40.0,2020-07-01,2023-06-30
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,READM-30-COPD-HRRP,,,0.9645,14.6693,15.2089,,2020-07-01,2023-06-30
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,READM-30-AMI-HRRP,,,1.0196,11.9113,11.6827,,2020-07-01,2023-06-30
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,READM-30-PN-HRRP,312.0,,1.1332,19.0206,16.785,68.0,2020-07-01,2023-06-30
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,READM-30-HIP-KNEE-HRRP,,,1.1496,4.9427,4.2996,,2020-07-01,2023-06-30
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,READM-30-HF-HRRP,244.0,,0.9834,19.3335,19.6598,46.0,2020-07-01,2023-06-30
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,READM-30-COPD-HRRP,53.0,,1.0283,21.1766,20.5947,13.0,2020-07-01,2023-06-30
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,READM-30-CABG-HRRP,,,1.0708,11.611,10.8431,,2020-07-01,2023-06-30
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,READM-30-AMI-HRRP,109.0,,1.1071,15.6644,14.1486,22.0,2020-07-01,2023-06-30
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,READM-30-PN-HRRP,,,1.0212,13.6343,13.3507,,2020-07-01,2023-06-30
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,READM-30-HF-HRRP,,,0.9687,16.2554,16.7807,,2020-07-01,2023-06-30
SOUTH TEXAS HEALTH SYSTEM,450119,TX,READM-30-PN-HRRP,281.0,,1.0317,17.3873,16.8523,51.0,2020-07-01,2023-06-30
SOUTH TEXAS HEALTH SYSTEM,450119,TX,READM-30-HF-HRRP,397.0,,1.04,21.954,21.1103,90.0,2020-07-01,2023-06-30
SOUTH TEXAS HEALTH SYSTEM,450119,TX,READM-30-COPD-HRRP,62.0,,1.02,18.99,18.6179,13.0,2020-07-01,2023-06-30
SOUTH TEXAS HEALTH SYSTEM,450119,TX,READM-30-CABG-HRRP,,,0.9517,14.5915,15.3314,,2020-07-01,2023-06-30
SOUTH TEXAS HEALTH SYSTEM,450119,TX,READM-30-AMI-HRRP,166.0,,1.0945,17.1813,15.6982,33.0,2020-07-01,2023-06-30
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,READM-30-PN-HRRP,65.0,,1.0115,18.7631,18.5506,13.0,2020-07-01,2023-06-30
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,READM-30-HIP-KNEE-HRRP,,,1.17,5.7788,4.9391,,2020-07-01,2023-06-30
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,READM-30-HF-HRRP,,,0.982,20.3305,20.704,,2020-07-01,2023-06-30
KNAPP MEDICAL CENTER,450128,TX,READM-30-PN-HRRP,107.0,,1.0114,17.0346,16.8432,19.0,2020-07-01,2023-06-30
KNAPP MEDICAL CENTER,450128,TX,READM-30-HF-HRRP,101.0,,1.0138,21.7922,21.4945,23.0,2020-07-01,2023-06-30
KNAPP MEDICAL CENTER,450128,TX,READM-30-COPD-HRRP,,,0.9681,18.6639,19.2792,,2020-07-01,2023-06-30
MEDICAL CENTER HOSPITAL,450132,TX,READM-30-PN-HRRP,272.0,,0.9684,15.8725,16.3902,41.0,2020-07-01,2023-06-30
MEDICAL CENTER HOSPITAL,450132,TX,READM-30-HIP-KNEE-HRRP,,,0.9965,3.5871,3.5999,,2020-07-01,2023-06-30
MEDICAL CENTER HOSPITAL,450132,TX,READM-30-HF-HRRP,293.0,,0.9093,17.9634,19.7558,46.0,2020-07-01,2023-06-30
MEDICAL CENTER HOSPITAL,450132,TX,READM-30-COPD-HRRP,110.0,,0.9424,17.8906,18.9849,16.0,2020-07-01,2023-06-30
MEDICAL CENTER HOSPITAL,450132,TX,READM-30-CABG-HRRP,74.0,,1.0696,13.1327,12.2785,12.0,2020-07-01,2023-06-30
MEDICAL CENTER HOSPITAL,450132,TX,READM-30-AMI-HRRP,168.0,,1.0243,13.6072,13.285,24.0,2020-07-01,2023-06-30
MIDLAND MEMORIAL HOSPITAL,450133,TX,READM-30-PN-HRRP,306.0,,0.9921,14.2231,14.3365,43.0,2020-07-01,2023-06-30
MIDLAND MEMORIAL HOSPITAL,450133,TX,READM-30-HF-HRRP,239.0,,1.0368,17.3813,16.7645,44.0,2020-07-01,2023-06-30
MIDLAND MEMORIAL HOSPITAL,450133,TX,READM-30-COPD-HRRP,84.0,,1.0358,16.5568,15.9841,16.0,2020-07-01,2023-06-30
MIDLAND MEMORIAL HOSPITAL,450133,TX,READM-30-CABG-HRRP,,,0.9874,10.0323,10.1605,,2020-07-01,2023-06-30
MIDLAND MEMORIAL HOSPITAL,450133,TX,READM-30-AMI-HRRP,132.0,,0.9748,10.7344,11.0118,13.0,2020-07-01,2023-06-30
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-PN-HRRP,763.0,,0.9551,15.6111,16.3455,116.0,2020-07-01,2023-06-30
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-HF-HRRP,731.0,,0.9421,19.4562,20.6513,138.0,2020-07-01,2023-06-30
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-COPD-HRRP,174.0,,1.0151,19.0064,18.7238,34.0,2020-07-01,2023-06-30
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-CABG-HRRP,,,0.8915,9.7497,10.936,,2020-07-01,2023-06-30
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-AMI-HRRP,314.0,,1.001,13.0416,13.028,41.0,2020-07-01,2023-06-30
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,READM-30-PN-HRRP,284.0,,1.0355,17.814,17.2034,53.0,2020-07-01,2023-06-30
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,READM-30-HF-HRRP,352.0,,1.0615,22.0721,20.7938,82.0,2020-07-01,2023-06-30
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,READM-30-COPD-HRRP,122.0,,1.0107,20.758,20.5381,26.0,2020-07-01,2023-06-30
